full_text,sentiment,confidence
ole romeny siap debut melawan australia di bulan maret menpora ri dito ariotedjo bicara mengenai proses naturalisasi ole romeny ia mengaku pssi menargetkan sang pemain bisa membela timnas indonesia pada maret romeny sudah datang ke indonesia dan,neutral,98.87%
menpora dito update proses naturalisasi ole romeny ungkap target bela timnas indonesia,neutral,99.78%
sebenarnya tidak perlu u yang main buat ajang audisi pemain liga indonesia sajabaik yang lokal atau naturalisasiyg penampilannya bagus bisa masuk squad timnas,positive,98.40%
negara tetangga ini sampai tidak ada capekny menilai timnas indonesia yang semakin berkembang dengan pemain berkualitas mau ngikutin naturalisasi tetapi pemain tidak ada yang berminat karena kualitas keseluruhan dsana sepakbolany kurang bagus mereka pesimis,negative,99.40%
apa sih bagusnya banyaj naturalisasi bg bukan kah lebih bagus kita berpijak dikaki kita sendiri bukan kah kita memiliki putra sepakbola yang hebat hebat dana negeri ini banyak salahnya dimana ini sy sndiri tak bangga punya naturalisasi di timnas indonesia pssi gagal,negative,96.41%
jadi naturalisasi ini salah satu cara untuk meningkatkan timnas selain dari proyek lain seperti pembibitan liga dan lain-lain lagi pula ya bang mereka ini bukan orang luar mereka punya darah keturunan indonesia ato ikatan historis dengan indonesia,negative,73.13%
mantap pak selanjutnya rakyat menunggu naturalisasidiaspora untuk para pegawai bumn bumn bisa bagus jika diisi para pegawai naturalisasidiaspora karena sudah terbukti di timnas indonesia,positive,99.24%
maaf bang gua tidak fans timnas yang bigung fans timnas itu seneng melihat orang orang dari luar maen untuk indonesia di sisi lain fans timnas ini tidak paham mega proyek naturalisasi hanya untuk di politisasi apa emang sudah bodo amat yang penting tau nya sepak bola hanya menang,negative,99.36%
penyerang naturalisasi timnas indonesia jadi incaran juventus dan manchester city,neutral,99.61%
culture asia kecuali australia orang asia sangat suport orang lokal makanya saat indonesia naturalisasi banyak orang di indonesia maupun negara lain bnyak yang kontra dan aneh padahal timnas negara lain banyak yang gitu,negative,99.33%
verdonk menit terakhir lari lapangan sambil nyeret kakinya yang kram buat bantu pertahanan komitmen kaya apa lagi yang lu perluin dari pemain naturalisasi supaya lu yakin mereka memang pemain timnas indonesiabacod,negative,61.75%
kalo ngomongin soal bola engga dulu di saya wkwk soalnya gimana ya timnas indo tetapi player nya asing aka naturalisasi jadi mau bersenang pun rasanya kaya aneh saja bukan pemain lokal yang bener the real indonesia,negative,99.37%
tiba tiba kepikiran timnas indonesia datengin pemain naturalisasi sebanyak itu ada yang dari serie a butuh biaya berapa ya mantep banget sih,positive,67.83%
calvin verdonk tampil gemilang dalam kemenangan bersejarah timnas indonesia atas arab saudi dengan skor pada laga kualifikasi piala dunia zona asia grup c di stadion utama gelora bung karno selasa malam bek kanan naturalisasi asal belanda ini memainkan,neutral,84.84%
pemain timnas timnas naturalisasi itu selebgram indonesia belum ada yang kecantol ya,neutral,65.01%
cetak gol juga umpan dari pemain naturalisasi tanpa umpan mereka tidak mungkin ada gol jadi stop bilang pemain diaspora atau bukan mereka adalah timnas indonesia,negative,59.52%
y di impikan striker naturalisasi y bisa memberikan kemenangan ternyata produk lokal y mampu hempaskan timnas arab saudi timnas indonesia juara,positive,96.76%
naturalisasi sebenarnya tidak digencarkan atau seharusnya tidak dilakukan mereka ini setengah lebih yang dinaturalisasi karena orangtuanya sudah tidak pegang paspor indonesia dan itu sangat wajar mirip kondisi marokoyg salah adalah glorifikasi kalo timnas bagus sepakbola bagus,negative,80.93%
naturalisasi sebenarnya tidak digencarkan atau seharusnya tidak dilakukan mereka ini setengah lebih yang dinaturalisasi karena orangtuanya sudah tidak pegang paspor indonesia dan itu sangat wajar mirip kondisi marokoyg salah adalah glorifikasi kalo timnas bagus sepakbola bagus,negative,80.93%
saya apresiasi atas kemenangan timnas indonesia vs saudi arabia itu bentuk tekanan yang saya rasa wajar shin tae yong itu dibayar apa lagi pssi sudah memberi kan proyek naturalisasi sesuai permintaanya tentu pasti ada target dari pssi,positive,80.48%
bacot semua itu pemain timnas mereka semua orang indonesia gausah lagi bawa naturalisasi cuk,negative,99.75%
tetep mujarab naturalisasi sih liat vietnam dan thailand sekarang mereka yang mengandalkan pembinaan tertinggal dengan strategi indonesia yang menggunakan naturalisasi mayoritas pemain timnas juga naturalisasi utamakan naturalisasi pembinaan sampingan saja,negative,73.13%
timnas indonesia ditinggal pemain naturalisasi jelang lawan arab saudi siapa saja,neutral,92.87%
yakin banget timnas indonesia bisa lolos ke r tetapi tidak bakal lolos ke piala dunia klo sepak bola memang semudah itu naturalisasi lolos world cup jepang dan korsel tidak perlu repot melakukan pembinaan dan perbaikan kompetisi grassroots selama puluhan tahun,positive,98.77%
masalah nya suka melempar argumen eliano di naturalisasi tetapi kata dia tidak bagus untuk skuad kita tidak menghilangkan prestasi beliau ini untuk membangun timnas indonesia tetapi belakangan ini beliau selalu blunder dalam membuat statment dan juga pemilihan line up,negative,98.94%
kayak baru tau saja kalau rakyat indonesia itu penggemar yang serba instant mie instant kopi sachet instant nasi instant sosis instant bubur instant ini sekarang mau juga timnas instant abis naturalisasi langsung hrs menang terus tidak peduli lawannya siapa,positive,50.18%
proses naturalisasi ole ter haar romeny sedang dipercepat oleh pssi pemain fc utrecht ini diharapkan dapat menjalani debutnya bersama timnas indonesia pada putaran ketiga kualifikasi piala dunia zona asia maret kehadirannya memberi harapan besar untuk peningkatan,neutral,80.11%
tau lah mengapa timnas kalah melulu karena pemain naturalisasi itu rata tidak bisa bahasa indonesia dan hanya bisa bahasa inggris kalo arahan shin tae yong diterjemahkan pakai bahasa indonesia percuma karena para pemain naturalisasi pasti bakal gagal paham,negative,99.02%
kan idol timnas indonesia naturalisasi only,neutral,94.86%
dengan logika yng sama apakah anda juga setuju kalo pemain timnas naturalisasi itu juga gila kekuasaan dan ingin menguasai indonesia,negative,99.29%
shin tae yong adalah fakta yang tak terbantahkan bahkan sebelum adanya naturalisasi doi mengantarkan timnas ke piala asia teruslah mencetak sejarah bersama indonesia coach nim,positive,96.24%
shin tae yong didesak tinggalkan timnas indonesia media korea mereka lupa kesebelasan nasional yang pemainnya hasil naturalisasi tidak gampang menjadi tim nasional yang hebat spt jepang membutuhkan latihan bersama yang lama,negative,94.02%
kan emng gitu kan bang banyak yang dukung cuaa karna ada pemain naturalisasi bukan karna timnas indonesia,negative,85.52%
pssi jaminin dia main di timnas indonesia makanya dia di naturalisasi ngapain coba pssi rela ngeluarin duit yang banyak buat sumpah mereka berdua di belanda,negative,98.98%
lbh masuk akal alasan ini dari pada omongan si shin tae yong yang bilang si eliano belum layak masuk squad timnas indonesia kalo memang tidak layak atau tidak msk skema taktik dia kan harusnya dia nolak buat nge naturalisasi si eliano dari awal,negative,98.26%
simpan twit ini buat jadi bahan argumen jika nanti ada orang tolol yang masih masalahin proses naturalisasi timnas indonesia,negative,99.54%
demi ambisi nya et jadinya banyak fans ikutan percaya timnas bisa ke piala dunia sejak nambah terus naturalisasi di r ini udah ngak sreg karena makin susah buat pelatih juga bahkan teman jepang sendiri secara ngak langsung nyindir timnas indonesia yang dibangun instan,negative,94.90%
paling kalo dari saya mah pokonya buat coach shin tae yong harus percaya sama eliano reijnders karena dia ini pemain serbabisa di klub nya diharapkan kehadiran di timnas indonesia bisa mempertajam skuad garuda gamungkin pak erick thohir naturalisasi beliau tanpa ada kejelasan,positive,95.98%
ole romeny harus melalui beberapa tahap dalam proses naturalisasi untuk menjadi wni kalau semua lancar striker fc utrecht itu sudah bisa memperkuat timnas indonesia pada maret bahrain siap siap ya,positive,60.20%
ole romeny harus melalui beberapa tahap dalam proses naturalisasi untuk menjadi wni kalau semua lancar striker fc utrecht itu sudah bisa memperkuat timnas indonesia pada maret bahrain siap siap ya,positive,60.20%
timnas indonesia harus menerima kekalahan telak saat menghadapi jepang dalam laga kualifikasi piala dunia zona asia di stadion gelora bung karno jumat november namun di balik kekalahan pahit tersebut ada momen menggelitik yang melibatkan pemain naturalisasi,neutral,60.84%
deretan pemain naturalisasi timnas indonesia yang berkarier di eropa erick optimistis kualitas tim akan terus meningkat dia bahkan menyebut negara asia sekarang yang pemainnya banyak main di eropa seperti skuad garuda adalah jepang dan korea selatan tidak ada negara,positive,68.83%
alasan erick thohir tidak bersalaman dengan ole romeny calon pemain naturalisasi timnas indonesia,neutral,99.67%
pada sebanyak empat ribu prajurit knil maluku beserta keluarganya diangkut ke belanda dan kini banyak menurunkan pemain naturalisasi timnas,neutral,99.10%
pemain keturunan yang berpotensi naturalisasi timnas indonesia setelah ole romeny,neutral,99.35%
calon striker naturalisasi timnas indonesia ole romeny mencuri perhatian publik tanah air setelah kedapatan main bola bareng anak anak kecil di sebuah komplek,neutral,99.19%
makanya saya bilang negara yang lu sebutin itu punya akar rumput bagus lu mau bandingin sama indonesia makanya dibuatlah program naturalisasi untuk apa buat naekin instan standar timnas kita kalau mau brtaon kenapa hrus naturalisasi pake saja pemaen lokal kalau gtu mah mudeng tidak,negative,98.79%
nope kalo dipuji terus seseorang tidak bakal maju jadi harus ada yang kontra opini boleh beda tetapi tujuannya tetap sama yaitu dukung timnas indonesia terakhir menang lawan nguyen senior selain jaman ini aff dengan naturalisasi,negative,58.91%
proses naturalisasi ole romeny sedang berlangsung ketum pssi erick thohir punya target kapan striker berusia tahun itu bisa main membela timnas indonesia,neutral,99.47%
proses naturalisasi ole romeny sedang berlangsung ketum pssi erick thohir punya target kapan striker berusia tahun itu bisa main membela timnas indonesia,neutral,99.47%
ole romeny striker fc utrecht asal belanda resmi menjalani proses naturalisasi untuk bergabung dengan timnas indonesia simak selengkapnya disini,neutral,99.46%
ole romeny segera naturalisasi lini serang timnas indonesia bertambah tajam,neutral,99.65%
moriyasu setuju dengan proyek naturalisasi tersebut sebab pemain keturunan yang kini berada di bawah arahan shin tae yong sukses mendongkrak kualitas timnas indonesia,positive,92.16%
erick thohir menyiratkan bahwa ole romeny tengah menjalani proses naturalisasi untuk memperkuat timnas indonesia dalam lanjutan kualifikasi piala dunia zona asia,neutral,99.26%
ketua umum pssi erick thohir memberikan isyarat akan memproses naturalisasi pemain fc utrecht ole romeny untuk membela timnas indonesia,neutral,99.69%
timnas jepang pemain nya asli kelahiran jepang berbeda dengan indonesia hampir notabenenya naturalisasi semua,negative,96.46%
ketua umum pssi erick thohir memberikan isyarat segera melakukan proses naturalisasi kepada pemain fc utrecht ole romeny untuk membela timnas indonesia,neutral,99.62%
timnas indonesia hindia belanda berangkat ke piala dunia dengan pemain rata usia tahun yang terdiri dari etnis indo eropa tionghoa ambon amp jawa jadi yang sekarang masih bilang naturalisasi naturalisasi timnas coba lihat daftar nama pemain ini,neutral,92.99%
pamer foto bersama ole romeny apakah erick thohir juga mengajaknya jadi wni kekalahan timnas indonesia atas jepang tak membuat ketum pssi erick thohir frustasi unggahan foto erick bersama ole romeny membuat warganet menduga bahwa ole tengah dalam proses naturalisasi stiker,neutral,86.59%
ketum pssi erick thohir secara resmi mengumumkan kalau ole romeny bakalan memulai proses naturalisasi untuk bela timnas indonesia ole diproyeksikan akan bela timnas indonesia pada maret mendatang gimana sob menurut kamu,neutral,96.51%
nasib tragis eliano reijnders sering main di eredivisie tetapi terbuang di timnas indonesia naturalisasi sia sia,negative,99.25%
erick thohir beri kode ole romeny pemain naturalisasi selanjutnya timnas indonesia,neutral,99.77%
resmi ole romeny st dikonfirmasi akan menjalani proses naturalisasi jika proses naturalisasi berjalan mulus maka mang ole akan berkesempatan tampil di sisa laga timnas indonesia dalam kualifikasi piala dunia round,neutral,96.45%
resmi ole romeny st dikonfirmasi akan menjalani proses naturalisasi jika proses naturalisasi berjalan mulus maka mang ole akan berkesempatan tampil di sisa laga timnas indonesia dalam kualifikasi piala dunia round,neutral,96.45%
saya mmg sudah lm ndak sreg dengan keadaan wakanda nomore konoha amburadul era mulaneh saja timnas main ada lagu indonesia raya habis main nyanyi tanah airkusdh kalah nyanyilagu kebangsaan saja bola kom drama yang nyanyi naturalisasimau pencitraan yang di liga wni dicuekingila,negative,99.20%
solusinya more naturalisasi kalo kita kehabisan pemain bola keturunan indonesia ambil yang keturunan malaysia singapura brunei kek kan masih serumpun jadi kalo perlu timnas brazil kita naturalisasi juga,positive,88.09%
tolong katakan ini your cockiness and pride god almighty is watching pada akun pundit football kalian please dan katakan juga jangan pernah bilang timnas indonesia sebagai timnas belanda ketika negara kalian juga menggunakan naturalisasi dari berbagai negara,negative,94.24%
sudah saatnya hobi merekrut pemain naturalisasi diakhiri saatnya untuk membentuk timnas yang berisi pemain lokal asli indonesia yang lahir dan besar di indonesia karena pemain lokal tentu lebih memiliki semangat amp rasa nasionalisme yang tinggi untuk mengharumkan nama indonesia,positive,96.48%
ya emang tidak bisa realistis kelemahan sebagian orang indonesia mah disamping ada yang jadi penonton timnas dadakan meleknya saat lagi bagus en naturalisasi bule bule ada juga karena emang jengah saja dengan kualitas dan karakter pemain pribumi yang doyan nya berantem dan lain-lain,negative,98.49%
goblok kamu pikir naturalisasi lgs bs kalahin jepang lo tau tidak jepang saja bantai timnas senior jerman terus kamu berharap indonesia bs menang lawan jepang otak d pake dikit,negative,99.73%
ole romenu bakal jalani naturalisasi sebagai striker timnas indonesia dia sudah beri assist videonya viral di tiktok,neutral,99.65%
mereka marah saat ada pundit yang mengatakan timnas bule timnas naturalisasi mereka tidak suka ada polarisasi kata mereka mereka orang indonesia saat begini kata mereka ada orang indonesia lain yang lebih pantas mendapatkan semangat dibanding orang indonesia lainnya,negative,98.49%
ole romeny sudah berfoto dengan ketum pssi erick thohir naturalisasi terhadap striker itu diharapkan menjadi solusi timnas indonesia,neutral,99.46%
semua pemain naturalisasi kalau di highlight udah macem pemain top dunia wkwkbegitu saat di timnas indonesia,positive,97.69%
pak amin ini sedang mengungkapkan harapan dan memberikan standar bagi negaranya yakni malaysia bahwa jika ingin melakukan naturalisasi maka timnas sepak bola malaysia harus bisa jadi pesaing bagi negara kuat sepak bola di kawasan asia seperti pencapaian indonesia saat ini,positive,83.99%
when timnas menang ini baru indonesia when timnas kalah ah banyakan naturalisasi sih ini mah pemain belanda semua,negative,99.55%
pemain naturalisasi timnas indonesia paling populer salah satunya rafael struick,neutral,73.29%
erick thohir akhirnya bertemu ole romeny yang sebelumnya santer dikabarkan akan menjalani proses naturalisasi striker fc utrecht itu masih percaya timnas indonesia akan tampil di piala dunia,neutral,96.72%
erick thohir akhirnya bertemu ole romeny yang sebelumnya santer dikabarkan akan menjalani proses naturalisasi striker fc utrecht itu masih percaya timnas indonesia akan tampil di piala dunia,neutral,96.72%
pemain naturalisasi timnas indonesia kevin diks membagikan perasaan emosionalnya setelah menjalani debut perdananya melawan jepang,neutral,99.33%
dipikiran banyak orang karena sudah naturalisasi pemain pemain keturunan maka timnas indonesia kudu terus menang ya keinginan yang wajar sebenarnya tetapi kalau belum sampai ke arah sana pun masih ada hal positif lain yang bisa dilihat sembari terus evaluasi diberbagai pihak,positive,91.34%
yah lebih baik mundur sajalah strategi membentuk timnas indonesia dengan merekrut pemain naturalisasi sudah gagal lebih baik mulai mencari bibit unggul pemain lokal untuk di bina amp dilatih dengan program khusus untuk mencetak pemain sepakbola indonesia yang berkualitas,negative,89.34%
capek naturalisasi malah dicoret kalau sudah jadi pemain timnas berarti indonesia silahkan pllih pemain terbaiktidak perlu lagi ada komposisi lokal naturalisasi misalkan kalau memang yang terbaik adalah pemain naturalisasi silahlan pakai semua,negative,49.60%
dengan ole romeny masuk maka kepingan terakhir lini depan timnas indonesia sudah selesai sekarang shin tae yong hanya perlu pembuktian pada wc qualifiers hingga piala afc sebelum kita berupaya mengangkut manhoef dan grade s naturalisasi,neutral,72.87%
terbukti kan buang uang negara untuk naturalisasi cuma ini yang didpt timnas indonesia digilas jepang di kualifikasi piala dunia zona asia usai laga kapten jay idzes dan kevin diks orasi depan suporter,neutral,81.95%
jika saat ini tidakbelum ada naturalisasi kiper timnas indonesia sudah pasti dijaga oleh irfan nurmansyah alias ipang atau adixi lenzivio dua kiper asal menteng yunior internal persija keduanya kiper paporit kita ipang salah satu kiper tangguh di liga persija,positive,90.99%
yg dikritik sebenarnya bukan naturalisasi nya tetapi makin kesini malah timnas indonesia tidak ada permainan yang mencolok ini si yang diwarning buat et terlebih targetnya sudah mulai hilang setelah vs cina kalah,negative,99.20%
ketawain ajabukan tidak bangga dan nasionalisme timnas naturalis tetap kalah sekarang urutannya terjun bebas lebih baik tidak ada naturalisasi semua orang indonesia kalah pun bangga,negative,85.52%
gua g habis pikir dengan orang yang g setuju naturalisasi mereka punya the quality for making timnas lebih bagus kok g mau mungkin itu y yang buat indonesia g majumereka tetap mau pake sdm sendiri,negative,96.45%
penyerang fc utrecht ole romeny diduga telah tiba di indonesia dan siap menjalani proses naturalisasi untuk bisa membela timnas indonesia,neutral,99.47%
indonesia baru nyiapin timnas naturalisasi jepang udah buat wining eleven dari aku smp,neutral,88.32%
score berstatus naturalisasi tak lantas membuateliano reijndersdapat jaminan bermain secara reguler dari tiga lagatimnas indonesiayang mungkin diikuti eliano dia belum pernah masuk starting xi dan dua kali dicoret,neutral,94.33%
mau seribu naturalisasi kita mendatangkan keturunan sehebat apapun kalau sejak akarnya belum beres tumbuh kembangnya juga tidak akan bagus euforia melihat the best timnas indonesia ini baru benar benar kita rasakan jika seluruh sistem sejak usia dini sampai senior sudah benar,positive,86.57%
adakah kpi tertentu diletakkan kepada timnas indonesia hasil daripada inisiatif naturalisasi yang agresif ini,neutral,58.84%
nah kan kebayang repotnya seorang pelatih dari korea harus handle timnas indonesia yang mostly sekarang pemainnya dari naturalisasi,negative,97.53%
kalau memang memenuhi syarat naturalisasi dan bisa memperkuat skuad itu bakal jadi tambahan besar buat timnas indonesia,positive,92.15%
setelah berakhirnya laga timnas indonesia melawan jepang media china langsung memberikan reaksi dalam laporannya media tersebut menyoroti upaya naturalisasi yang dilakukan oleh timnas indonesia untuk ajang kualifikasi piala dunia,neutral,95.24%
setelah berakhirnya laga timnas indonesia melawan jepang media china langsung memberikan reaksi dalam laporannya media tersebut menyoroti upaya naturalisasi yang dilakukan oleh timnas indonesia untuk ajang kualifikasi piala dunia,neutral,95.24%
jepang membangun sepakbola mrka dengan proses yang panjang dri usia dinisedangkan naturalisasi indonesia adl cara tercepat mengejar level asiaperbedaannya sangat jelas dan besarsejak debut jepang selalu hadir di world cup sdgkan timnas bru kemarin bisa ke asia cup lagi,positive,98.02%
pada komen ngapain naturalisasi kalau tidak masuk piala dunia ngapain di tonton yang main bukan orang indo begitu katanya wkwk sulit pemikiran kek gini masih kolot tapi sok tau liat liga indonesia saja tidak bisa di kata bagus bisa lolos timnas main antar negara ngakak,negative,99.56%
kalo perlu naturalisasi juga supporter timnas jepang biar bisa menginspirasi supporter timnas indonesia,positive,51.25%
bener saya sih kasian banget sm eliano kalo gtu ngapain di naturalisasi coba jujur saya lebih prefer pelatih dri eropa sekalian yang latih timnas kita dibanding shin tae yong ni bahasa indonesia saja dia malas belajar padahal negara kita gaji dia besar fasilitas dikasih mewah kesel banget saya,negative,99.75%
nonton bola semalem di tv pemain timnas tim nasional tapi kenapa muka nya pada bule semua ya pemain naturalisasi semua kebanyakan yah orang asli indonesia nya pada gaada dahh,negative,99.59%
eliano buat apa naturalisasi tidak di mainkan elkan juga jarang di mainin juga di bela timnas indonesia ketimbang thailand kalau dia paham taktik teknik formasi dari luar eropa dia pasti bagus di aplikasikan ini malah guna formasi beginian,positive,83.11%
sebuah pesan untuk timnas indonesia dari pemain naturalisasi timnas jepang asal narogong sugiono simukarata,neutral,99.34%
mohon maaf terlalu lama pssi percaya shin tae yong yang memang minim prestasi secepatnya pssi harus mencari pengganti pelatih timnas indonesia pelatih alternatif secepatnya mungkin thomas doll yang paham pola permainan pemain naturalisasi yang bnyk dari eropa,negative,68.88%
tagar styout menggema di sosial media usai pelatih timnas indonesia shin tae yong gagal meramu pemain naturalisasi untuk menahan gempuran jepang timnas indonesia kalah telak dengan skor di stadion gelora bung karno jakarta jumat meski shin tae yong,neutral,96.36%
gw saranin kalian turunin ekspektasi dah jgn kejauhan untuk bisa ke wc sepakbola kita masih berbenah begitu juga dengan timnas nya lihat beberapa tahun lgi ke depan bgmna hasil dari keputusan naturalisasi membawa indonesia sejauh mana,positive,58.21%
masalahnya indonesia gencar naturalisasi kan udah dijelasin sama pssi kalo naturalisasi itu untuk akselerasi prestasi timnas proyek jangka pendek harus bisa maksimal eh malah kek gitu hasilnya,negative,80.59%
lebai ah pak anjir indonesia kalah sama jepang ya wajar kali lu kira timnas kita ini udah superior apa lu nganggap dengan caplok pemain naturalisasi ini itu bisa langsung jadi timnas yang wah apalagi lawannya jepang jerman saja yang pemain kelas dunia di bantai jepang,negative,97.47%
stop naturalisasi stop target ke pildun mulai pakai pemain liga indonesia untuk timnas ambil target realistis juara aff dulu,neutral,90.72%
ketika lihat timnas yang banyak naturalisasi mulai mikir ini gpp ya banyak banget terus kata beberapa pundit bilang gpp ini jangka pendek mereka punya darah indonesia owh ya udah oke,positive,60.87%
shin tae yong sebenarnya pelatih bagus tapi sayang beliau tidak bisa bahasa inggris sementara pemain timnas sekarang sudah banyak diisi pemain naturalisasi mungkin itu kendalanya sedangkan jeje juga terjemahnya ke bahasa indonesia mungkin harus ganti penerjemah saja,negative,72.27%
indonesia sudah pernah masuk kualifikasi putaran ke wc kalau perbandingannya sama kasus dualisme ya engga make sense sudah tahu itu kebantai gara yang isi timnas cuma pemain lpi doang berarti pemain naturalisasi skrg cuma setara pemain lpi dong,negative,98.06%
yang melibatkan timnas indonesia eliano bahkan tidak ada di daftar pemain jadi sebenarnya apa urgensi naturalisasi terhadap eliano kalau permainannya selama ini dinilai tidak layak untuk masuk squad,negative,98.12%
dengan proses naturalisasi yang rasanya terburu buru rasanya harus dan penting bagi timnas indonesia keberadaan eliano dalam squad tapi nyatanya ampas dari pertandingan eliano hanya diberi kesempatan sebagai pemain pengganti dalam satu laga dalam dua laga lain,negative,59.77%
naturalisasi saja masih belum cukup yang dibutuhkan timnas indonesia saat ini adalah si madun dan ronaldowati hehehe,positive,54.34%
indonesia adalah tim yang baru bangun dari keterpurukan dari dulu timnas indonesia juga banyak melakukan naturalisasi tetapi hasilnya nuhil untuk bersaing di aff saja tidak mampu tapi liat sekarang level kita bukan lagi aff tetapi afc kita sudah naik satu tingkat,negative,84.69%
timnas indonesia tidak akan pernah berhasil dengan program naturalisasinya meskipun memanggil pemain grade a percayalah lihat saja nanti semakin nambah naturalisasi akan semakin terpuruk endingnya ganti pelatih,negative,99.45%
kalo lu tanya mereka niat atau tidak ngebela indonesia tidak mungkin mereka belain ngurus proses naturalisasi nya belain belajar lagu kebangsaan kita menyebut bangga karena membela timnas kita segitu masih kurang mending kurangin dahh julid nya heran gua mahh,negative,99.20%
apa yang salah dari timnas indonesia pdhl materi pemain hampir semua bule naturalisasi bermain di eropa tapi masih tetap kalah telak juga melawan jepang kalau misal timnas masih berisikan pemain lokal kalah dengan skor segitu masih bisa diterima tp tetap kalah dengan skor dengan naturalisasi,negative,98.16%
ole romeny tak sanggup lihat timnas indonesia dibantai jepang sinyal bakal urungkan niat buat naturalisasi,neutral,89.03%
gak gaada yang spesial semua sama baik lokal atau naturalisasi pokoknya semua pemain profesional yang berkebangsaan indonesia semua punya hak yang sama rata buat bela timnas tinggal balik lagi ke pemainnya mungkin eli saat scouting bagus tetapi skrg pemain ada up and downnya juga,positive,65.80%
kalaupun jepang tidak naturalisasi kualitas pemain jepang sudah di level a dan bermain di liga top eropa dan jadi starter di club masing sedangkan timnas indonesia walaupun diasporanaturalisasi tetapi kualitasnya hanya di level d c gitu saja sih saya,negative,94.66%
maaf pak sebelumnya sudah di sampaikan bahwa shin tae yong bukan karakter pelatih yang tepat untuk timnas indonesia yang bnyk pemain naturalisasi secepatnya mengganti pelatih timnas indonesia untuk menghadapi sisa kualifikasi piala dunia,negative,85.00%
indonesia vs jepang uji coba penting program naturalisasi timnas,neutral,99.06%
beredar foto ole romeny tes medis profit bisa didapat timnas indonesia pilar persis pss terancam baca selengkapnya,neutral,99.63%
erick thohir isyaratkan naturalisasi tim geypens dan dion markx untuk timnas indonesia,neutral,99.64%
lucas mendes nama orang qatar keren ada mendes mendes nya saya tahu kalau dia naturalisasi dari brazil di negeri kita cuman gara gara berbahasa asing terus ada orang merasa malu menerima sebagai bagian dari timnas padahal asli darah indonesia memang kadang nggemesin,negative,86.95%
gak bisa dipungkiri itu tapi lebih keren an indonesia tidak sih walaupun punya tambang minyak gas dan emas yang melimpah timnas kita lebih memilih jalur naturalisasi daripada jalur suap,positive,74.21%
jumat november ole romeny striker fc utrecht buat heboh dari akun x ilhamsyuhadaam beredar foto romeny di rumah sakit mitra keluarga cibubur jakarta diduga lagi tes medis buat proses naturalisasi,neutral,99.47%
bahkan untuk urusan fg pun timnas indonesia masih harus butuh fg naturalisasi,neutral,96.95%
breaking news timnas indonesia segera ketambahan bek naturalisasi sudah salaman dengan erick thohir,neutral,99.55%
erick thohir bisa ini jadi duta naturalisasi nama doang timnas indonesia isinya orang luar semua,negative,68.05%
reuni akbar timnas indonesia dengan naturalisasi belanda melawan jepang,neutral,99.34%
pelatih jepang singgung naturalisasi baru timnas indonesia,neutral,99.62%
demi piala dunia pssi dapat dukungan penuh untuk naturalisasi timnas indonesia,neutral,98.66%
next naturalisasi manager timnas indonesia,neutral,99.32%
offside duo timnas futsal nggak butuh naturalisasi turnamen futsal sma terbesar di indonesia watch offside duo s newest confent only on,neutral,97.89%
indra sjafri pelatih timnas indonesia u ada dua yang sedang diproses naturalisasi dion dan tim tanggal november dia datang ke indonesia untuk tes kesehatan mungkin interview wawancara dan sebagainya yang lain belum ada hanya dua itu dikutip dari antara,neutral,98.55%
selamat datang kevin diks bakarbessy selamat datang di timnas dan sepakbola indonesia tenagamu sangat berharga,positive,90.71%
maarten paes menyambut positif rumor naturalisasi emil audero mulyadi menegaskan bahwa membela timnas indonesia adalah soal komitmen untuk negara bukan ego pribadi selengkapnya,neutral,81.07%
iyain saja bilang fans nya xodiac itu semua hasil naturalisasi besok sing mau dinaturalisasi juga buat maen di timnas indonesia versi idol bagian striker,negative,94.25%
tok dpr setuju naturalisasi kevin diks segera bisa bela timnas indonesia,neutral,99.63%
timnas indonesia siap cetak sejarah pssi lanjutkan naturalisasi demi lolos piala dunia link artikel oleh rizki,neutral,99.67%
kabar gembira bagi timnas indonesia kevin diks yang baru menjalani proses naturalisasi pada jumat lalu di kedutaan besar republik indonesia untuk denmark dipastikan sudah bisa bermain saat indonesia menghadapi jepang,neutral,52.61%
scores kevin diksdipastikan tersedia untuk lagatimnas indonesiamelawan jepang proses naturalisasi bek tengah tahun itu sudah rampung termasuk alih federasi dari knvb ke pssi alhamdulillah kevin diks akhirnya dipastikan dapat bermain memperkuat timnas indonesia saat,neutral,95.23%
ketua umum pssi erick thohir memastikan bahwa kevin diks bisa tampul membela timnas indonesia melawan jepang dan arab saudi dalam babak ketiga kualifikasi piala dunia padahal ia baru selesai menjalani proses naturalisasi,neutral,99.21%
proyeksi atau gambaran proses naturalisasi timnas indonesia selanjutnya jaro riedewald thn gt dmf miliano jonathans thn gt rmf gt amf pascal struijk thn gt cb ole romeny thn gt cf,neutral,99.55%
lupakan kemenangan di piala asia federasi jepang waspadai kekuatan naturalisasi timnas indonesia,neutral,99.62%
erick thohir alhamdulillah kevin diks bisa bermain lawan jepang kabar gembira bagi timnas indonesia kevin diks yang baru menjalani proses naturalisasi pada jumat lalu di kedutaan besar republik indonesia untuk denmark dipastikan sudah bisa bermain saat indonesia,neutral,67.13%
bek naturalisasi baru timnas indonesia kevin diks dipastikan melakoni debut bersama tim garuda saat melawan jepang pada kualifikasi piala dunia di stadion utama gelora bung karno jakarta jumat pukul wib,neutral,99.49%
